GRP_NAME,SPE_SHIFR,FAC_NAME_SH,INST_NAME,FAC_NAME,SPEC_NAME,SPZ_NAME
5113,38.04.02,ФУПР,ИЭУ,Управления,Менеджмент,Международный бизнес
5113,080500,ФУПР,ИЭУ,Управления,Менеджмент,Управление персоналом
5113,080500,ФУПР,ИЭУ,Управления,Менеджмент,Международный бизнес
5113,080500,ФУПР,ИЭУ,Управления,Менеджмент,Учет и аудит
5113,080500,ФУПР,ИЭУ,Управления,Менеджмент,Финансовый менеджмент
5113,080500,ФУПР,ИЭУ,Управления,Менеджмент,Маркетинг
5114,38.04.02,ФУПР,ИЭУ,Управления,Менеджмент,Проектный менеджмент
5121,44.03.05,ОЭ,ИЭИС,Отделение электроники,Педагогическое образование (с двумя профилями подготовки),Физика и информатика
5121,050203,ОЭ,ИЭИС,Отделение электроники,Физика,
5121,510400,ФТФ,ОУФ,Физико-технический,физика,
5122,510400,ФТФ,ОУФ,Физико-технический,физика,
5131,44.03.05,ОИНФ,ИЭИС,Отделение информатики,Педагогическое образование (с двумя профилями подготовки),Математика и информатика
5131,050201,ОИНФ,ИЭИС,Отделение информатики,Математика,
5132,010100,ФМИ,ОУФ,Математики и информатики,математика,
513А,30.06.01,АСП,АСППВ,Аспирантура,Фундаментальная медицина,
5141,011600,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,биология,
5141,050102,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,Биология,
5141,06.03.01,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Биология,Биохимия
5141,020201,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,Биология,
5142,44.03.05,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Педагогическое образование (с двумя профилями подготовки),Биология и химия
5142,011600,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,биология,
514А,31.06.01,АСП,АСППВ,Аспирантура,Клиническая медицина,
5151,050716,ФПП,ИНПО,Психолого-педагогический,Специальная психология,
515И,31.08.01,ИНТ,АСППВ,Интернатура,Акушерство и гинекология,
515О,31.08.01,ОРД,АСППВ,Клиническая ординатура,Акушерство и гинекология,
5161,05.03.02,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,География,Рекреационная география и туризм
5161,012500,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,география,
5161,012500,ФХЭ,ОУФ,ФХЭ,география,для отчисленных
5161,020401,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,География,
5161,050103,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,География,
516И,31.08.07,ИНТ,АСППВ,Интернатура,Патологическая анатомия,
5171,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (английский язык)
5171,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,английский язык
5171,021815,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,лингвистика (английский язык),для отчисленных
5172,45.04.01,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Филология,Иностранные языки и межкультурная коммуникация
5172,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,английский язык
5172,021815,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,лингвистика (английский язык),для отчисленных
517И,31.08.09,ИНТ,АСППВ,Интернатура,Рентгенология,
517О,31.08.09,ОРД,АСППВ,Клиническая ординатура,Рентгенология,
5181,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (немецкий язык)
5181,021816,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,лингвистика (немецкий язык),для отчисленных
5181,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,немецкий язык
518О,31.08.11,ОРД,АСППВ,Клиническая ординатура,Ультразвуковая диагностика,
5191,021817,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,лингвистика (французский язык),для отчисленных
5191,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (французский язык)
5191,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,французский язык
519О,31.08.12,ОРД,АСППВ,Клиническая ординатура,Функциональная диагностика,
5201,999999,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,Неизвестная специальность,021828
520И,31.08.19,ИНТ,АСППВ,Интернатура,Педиатрия,
520О,31.08.19,ОРД,АСППВ,Клиническая ординатура,Педиатрия,
5211,050720,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Физическая культура,
5211,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Физическая культура
5212,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Физическая культура
5212,050720,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Физическая культура,
5221,031001,ФФЛ,ИГУМ,Филологический,Филология,русский язык и литература
5221,45.03.01,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Филология,Преподавание филологических дисциплин
5221,021700,ФФЛ,ИГУМ,Филологический,филология,филология русского языка
5221,021700,ФФЛ,ИГУМ,Филологический,филология,для отчисленных
5222,45.04.01,ФФЛ,ИГУМ,Филологический,Филология,Русская литература
5222,021700,ФФЛ,ИГУМ,Филологический,филология,для отчисленных
5223,031001,ФФЛ,ИГУМ,Филологический,Филология,английский язык
5231,030401,ФИ,ИГУМ,Исторический,История,
5231,020700,ИФ,ГИ,Исторический,история,для отчисленных
5231,46.03.01,ОИА,ИГУМ,Отделение истории и архивоведения,История,Зарубежная история
5231,020700,ИФ,ГИ,Исторический,история,
5232,020700,ИФ,ГИ,Исторический,история,для отчисленных
5232,020700,ИФ,ГИ,Исторический,история,
5232,46.04.01,ФИ,ИГУМ,Исторический,История,Отечественная история
5232,030400,ФИ,ИГУМ,Исторический,История,История и культура древних обществ
5232,030400,ФИ,ИГУМ,Исторический,История,История Европы и Северной Америки в новое и новейшее время
5232,030400,ФИ,ИГУМ,Исторический,История,Отечественная история
523О,31.08.36,ОРД,АСППВ,Клиническая ординатура,Кардиология,
5241,050500,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Технологическое образование,
5241,030600,ФИТ1,ИНПО,Факультет искусств и технологий,технология и предпринимательство,для отчисленных
5241,030600,ФИТ1,ИНПО,Факультет искусств и технологий,технология и предпринимательство,
5241,050502,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Технология и предпринимательство,
5241,44.03.05,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование (с двумя профилями подготовки),Технология и информатика
5242,030600,ФИТ1,ИНПО,Факультет искусств и технологий,технология и предпринимательство,для отчисленных
5242,44.04.01,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогическое образование,Образовательный туризм
524И,31.08.42,ИНТ,АСППВ,Интернатура,Неврология,
524О,31.08.42,ОРД,АСППВ,Клиническая ординатура,Неврология,
5251,050708,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогика и методика начального образования,
5251,31.08.45,ОРД,АСППВ,Клиническая ординатура,Пульмонология,
5251,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Начальное образование
5251,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,для отчисленных
5252,44.03.05,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование (с двумя профилями подготовки),Начальное образование и дополнительное образование: внеурочная работа
5252,050708,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогика и методика начального образования,
5252,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,для отчисленных
5253,44.04.01,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогическое образование,Литературное образование
5253,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,для отчисленных
5253,050708,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогика и методика начального образования,
5253,050708,БорФ,БОРОВИЧИ,Боровичский филиал,Педагогика и методика начального образования,
5254,050708,БорФ,БОРОВИЧИ,Боровичский филиал,Педагогика и методика начального образования,Физическое развитие и гражданско-патриотическое воспитание в начальной школе
5254,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,для отчисленных
5261,050303,ФПП,ИНПО,Психолого-педагогический,Иностранный язык,английский
5261,44.03.05,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование (с двумя профилями подготовки),Английский язык и немецкий язык
5262,44.03.05,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование (с двумя профилями подготовки),Немецкий язык и английский язык
5262,050303,ФПП,ИНПО,Психолого-педагогический,Иностранный язык,немецкий
5263,050303,ФПП,ИНПО,Психолого-педагогический,Иностранный язык,французский
5265,031000,ФПП,ИНПО,Психолого-педагогический,педагогика и психология,для отчисленных
5271,080301,ФЭК,ИЭУ,Экономики,Коммерция (торговое дело),
5271,522000,ФЭК,ИЭУ,Экономики,коммерция,
5272,522000,ФЭК,ИЭУ,Экономики,коммерция,
527И,31.08.49,ИНТ,АСППВ,Интернатура,Терапия,
527О,31.08.49,ОРД,АСППВ,Клиническая ординатура,Терапия,
5281,021100,ЮФ,ИГУМ,Юридический,юриспруденция,для отчисленных
5281,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
5281,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,
5281,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
5282,021100,ЮФ,ИГУМ,Юридический,юриспруденция,для отчисленных
5282,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,
5282,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
5282,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
5283,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,
5283,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
5283,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
5283,021100,ЮФ,ИГУМ,Юридический,юриспруденция,для отчисленных
5284,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,
5284,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
5284,021100,ЮФ,ИГУМ,Юридический,юриспруденция,для отчисленных
5285,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
5285,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,
5285,030501,СамФ,САМАРА,Самарский филиал,Юриспруденция,
5286,030501,СамФ,САМАРА,Самарский филиал,Юриспруденция,
5287,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
5288,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
5289,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
528И,31.08.51,ИНТ,АСППВ,Интернатура,Фтизиатрия,
5291,030101,ФФС,ИГУМ,Философский,Философия,
5291,47.03.01,ОФК,ИГУМ,Отделение философии и культурологии,Философия,Социальное управление
5291,520400,ФФС,ИГУМ,Философский,философия,
5291,030100,ФФС,ИГУМ,Философский,Философия,
5292,030100,ФФС,ИГУМ,Философский,Философия,Философия религии
5292,030100,ФФС,ИГУМ,Философский,Философия,Социальная философия
5292,47.04.01,ФФС,ИГУМ,Философский,Философия,Cоциальная философия и коммуникативные стратегии
529О,31.08.54,ОРД,АСППВ,Клиническая ординатура,Общая врачебная практика (семейная медицина),
5301,020801,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,Экология,
5301,05.03.06,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Экология и природопользование,
5301,013100,ФХЭ,ОУФ,ФХЭ,экология,для отчисленных
5301,013100,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,экология,
530О,31.08.57,ОРД,АСППВ,Клиническая ординатура,Онкология,
5311,01.03.02,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,
5311,010501,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,математическое и программное обеспечение вычислительных машин
5311,010501,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,математическое моделирование
5312,01.04.02,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,Математическое и информационное обеспечение экономической деятельности
5312,010500,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,Математическое и информационное обеспечение экономической деятельности
5313,010500,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,Информационные системы поддержки управления предприятиями
531И,31.08.58,ИНТ,АСППВ,Интернатура,Оториноларингология,
531О,31.08.58,ОРД,АСППВ,Клиническая ординатура,Оториноларингология,
5321,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
5321,040100,ФЛД,ИМО,Факультет лечебного дела,лечебное дело,
5321,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
5322,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
5322,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
5322,040100,ФЛД,ИМО,Факультет лечебного дела,лечебное дело,
5323,040100,ФЛД,ИМО,Факультет лечебного дела,лечебное дело,
5323,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
5323,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
5324,040100,ФЛД,ИМО,Факультет лечебного дела,лечебное дело,
5324,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
5324,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
5325,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
5325,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
5326,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
532И,31.08.59,ИНТ,АСППВ,Интернатура,Офтальмология,
532О,31.08.59,ОРД,АСППВ,Клиническая ординатура,Офтальмология,
5331,040600,ФВСО,ИМО,Высшего сестринского образования,сестринское дело,для отчисленных
5331,060109,ФЛЕЧ,ИМО,Лечебный,Сестринское дело,
5332,060109,ФЛЕЧ,ИМО,Лечебный,Сестринское дело,
5333,060109,ФЛЕЧ,ИМО,Лечебный,Сестринское дело,
533И,31.08.67,ИНТ,АСППВ,Интернатура,Хирургия,
533О,31.08.67,ОРД,АСППВ,Клиническая ординатура,Хирургия,
5341,190600,ФТФ,ОУФ,Физико-технический,инженерное дело в медико-биологической практике,для отчисленных
5341,200402,ОЭ,ИЭИС,Отделение электроники,Инженерное дело в медико-биологической практике,
534О,31.08.68,ОРД,АСППВ,Клиническая ординатура,Урология,
5351,38.03.04,ОУПР,ИЦЭУС,Отделение управления,Государственное и муниципальное управление,
5351,071500,ФТФ,ОУФ,Физико-технический,радиофизика и электроника,
5352,38.04.04,ОУПР,ИЦЭУС,Отделение управления,Государственное и муниципальное управление,Региональное и муниципальное управление
5352,38.03.04,ОУПР,ИЦЭУС,Отделение управления,Государственное и муниципальное управление,
535О,31.08.73,ОРД,АСППВ,Клиническая ординатура,Стоматология терапевтическая,
5361,44.03.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Социальная педагогика и психология
5361,050700,ФПП,ИНПО,Психолого-педагогический,Педагогика,Практическая психология в образовании
5361,050706,ФПП,ИНПО,Психолого-педагогический,Педагогика и психология,
5362,44.04.02,ФПП,ИНПО,Психолого-педагогический,Психолого-педагогическое образование,Психология и педагогика инклюзивного образования
5362,050700,ФПП,ИНПО,Психолого-педагогический,Педагогика,Педагогическая психология
5362,050700,ФПП,ИНПО,Психолого-педагогический,Педагогика,Образовательный менеджмент
5363,44.04.02,ФПП,ИНПО,Психолого-педагогический,Психолого-педагогическое образование,Школьная психология
536О,31.08.74,ОРД,АСППВ,Клиническая ординатура,Стоматология хирургическая,
5371,270302,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Дизайн архитектурной среды,
5371,07.03.03,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Дизайн архитектурной среды,Проектирование городской среды
5371,290200,ФАИС,ИПТ,"Архитектуры, искусств и строительства",дизайн архитектурной среды,
5371,07.03.03,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Дизайн архитектурной среды,Проектирование интерьера
537О,31.08.75,ОРД,АСППВ,Клиническая ординатура,Стоматология ортопедическая,
5381,270105,ОС,ИПТ,Строительное отделение,Городское строительство и хозяйство,
5381,290500,ФАИС,ИПТ,"Архитектуры, искусств и строительства",городское строительство и хозяйство,для отчисленных
5381,08.03.01,ОС,ИПТ,Строительное отделение,Строительство,Городское строительство и хозяйство
538О,31.08.77,ОРД,АСППВ,Клиническая ординатура,Ортодонтия,
5391,030800,ФИТ1,ИНПО,Факультет искусств и технологий,изобразительное искусство и черчение,для отчисленных
5391,050602,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Изобразительное искусство,
5391,44.03.05,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование (с двумя профилями подготовки),Изобразительное искусство и дополнительное образование: декоративно-прикладное искусство
5392,44.04.01,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогическое образование,Пластические искусства и визуальные коммуникации
5401,070601,ОХТ,ИПТ,Художественно-технологическое отделение,Дизайн,Графический дизайн
5401,052400,ФАИС,ИПТ,"Архитектуры, искусств и строительства",дизайн,для отчисленных
5401,54.03.01,ОХТ,ИПТ,Художественно-технологическое отделение,Дизайн,Графический дизайн
5401,052400,ФАИС,ИПТ,"Архитектуры, искусств и строительства",дизайн,
5402,070601,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Дизайн,Дизайн костюма
5402,052400,ФАИС,ИПТ,"Архитектуры, искусств и строительства",дизайн,дизайн и моделирование костюма
5403,070601,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Дизайн,Дизайн среды
540И,33.08.02,ИНТ,АСППВ,Интернатура,Управление и экономика фармации,
5411,100700,ФИТ,ИПТ,Инженерно-технологический,промышленная теплоэнергетика,для отчисленных
5411,13.03.01,ОМЭ,ИПТ,Механико-энергетическое отделение,Теплоэнергетика и теплотехника,Промышленная теплоэнергетика
5411,100700,ФИТ,ИПТ,Инженерно-технологический,промышленная теплоэнергетика,
5411,140104,ОМЭ,ИПТ,Механико-энергетическое отделение,Промышленная теплоэнергетика,
541И,33.08.03,ИНТ,АСППВ,Интернатура,Фармацевтическая химия и фармакогнозия,
5421,030601,ФФЛ,ИГУМ,Филологический,Журналистика,
5421,021400,ФФЛ,ИГУМ,Филологический,журналистика,для отчисленных
5421,42.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Журналистика,
5422,45.04.01,ФФЛ,ИГУМ,Филологический,Филология,Связи с общественностью в медиасфере
542А,35.06.02,АСП,АСППВ,Аспирантура,Лесное хозяйство,
5431,38.03.02,ОУПР,ИЦЭУС,Отделение управления,Менеджмент,Производственный менеджмент (строительство)
5431,080502,ФЭК,ИЭУ,Экономики,Экономика и управление на предприятии,строительство
5431,060800,ФЭК,ИЭУ,Экономики,экономика и управление на предприятии,для отчисленных
5431,080502,ФЭК,ИЭУ,Экономики,Экономика и управление на предприятии,АПК
5431,080502,ЭКС,ИЭУ,Экстернатура,Экономика и управление на предприятии,
5432,060800,ФЭК,ИЭУ,Экономики,экономика и управление на предприятии,для отчисленных
5432,080502,ФЭК,ИЭУ,Экономики,Экономика и управление на предприятии,транспорт
5432,080502,ЭКС,ИЭУ,Экстернатура,Экономика и управление на предприятии,
5432,38.03.02,ОУПР,ИЦЭУС,Отделение управления,Менеджмент,Производственный менеджмент (АПК)
5433,38.04.02,ФУПР,ИЭУ,Управления,Менеджмент,Финансовый менеджмент
5433,080502,ФЭК,ИЭУ,Экономики,Экономика и управление на предприятии,машиностроение
5434,080502,ФЭК,ИЭУ,Экономики,Экономика и управление на предприятии,АПК
5434,38.04.02,ФУПР,ИЭУ,Управления,Менеджмент,Производственный менеджмент (АПК)
5441,040400,ФС,ИМО,Стоматологии,стоматология,для отчисленных
5441,31.05.03,ОСТОМ,ИМО,Отделение стоматологии,Стоматология,
5441,060105,ФСТ,ИМО,Стоматологии,Стоматология,
5442,31.05.03,ОСТОМ,ИМО,Отделение стоматологии,Стоматология,
5442,060105,ФСТ,ИМО,Стоматологии,Стоматология,
5443,31.05.03,ОСТОМ,ИМО,Отделение стоматологии,Стоматология,
5451,33.05.01,ОФЦ,ИМО,Фармацевтическое отделение,Фармация,
5451,060108,ФФЦ,ИМО,Фармацевтический,Фармация,
5452,060108,ФФЦ,ИМО,Фармацевтический,Фармация,
5461,050601,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Музыкальное образование,
5462,050601,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Музыкальное образование,Искусство драматического актера
5463,050601,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Музыкальное образование,Искусство драматического актера
546А,38.06.01,АСП,АСППВ,Аспирантура,Экономика,
5471,110201,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Агрономия,
5471,35.03.04,ОТСХП,ИСХПР,Отделение технологии сельскохозяйственного производства,Агрономия,
5471,310200,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Агрономия,
5472,310200,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Агрономия,для отчисленных
5481,310700,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Зоотехния,для отчисленных
5481,36.03.02,ОТСХП,ИСХПР,Отделение технологии сельскохозяйственного производства,Зоотехния,Технология производства продуктов животноводства
5481,110401,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Зоотехния,
5481,310700,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Зоотехния,
5482,36.04.02,ОТСХП,ИСХПР,Отделение технологии сельскохозяйственного производства,Зоотехния,Организация производства продуктов животноводства
5482,310700,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Зоотехния,для отчисленных
5482,110400,ОТСХП,ИСХПР,Отделение технологии сельскохозяйственного производства,Зоотехния,Кормление с\х животных и технология кормов
548А,44.06.01,АСП,АСППВ,Аспирантура,Образование и педагогические науки,
5491,35.03.07,ОТСХП,ИСХПР,Отделение технологии сельскохозяйственного производства,Технология производства и переработки сельскохозяйственной продукции,Разработка новых продуктов
5491,311200,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Технология производства и переработки с/х продукции,для отчисленных
5491,311200,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Технология производства и переработки с/х продукции,
5491,110305,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Технология производства и переработки сельскохозяйственной продукции,
5492,311200,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Технология производства и переработки с/х продукции,для отчисленных
550А,46.06.01,АСП,АСППВ,Аспирантура,Исторические науки и археология,
5511,35.03.06,ОТСХП,ИСХПР,Отделение технологии сельскохозяйственного производства,Агроинженерия,Технические системы в агробизнесе
5511,311300,ФМСХ,АСХиПР,Механизации с/х,Механизация сельского хозяйства,для отчисленных
5511,311300,ФМСХ,АСХиПР,Механизации с/х,Механизация сельского хозяйства,
5511,110301,ФТСХП,ИСХПР,Технологии сельскохозяйственного производства,Механизация сельского хозяйства,
5512,311300,ФМСХ,АСХиПР,Механизации с/х,Механизация сельского хозяйства,для отчисленных
5513,311300,ФМСХ,АСХиПР,Механизации с/х,Механизация сельского хозяйства,для отчисленных
5521,060900,ФЭК,ИЭУ,Экономики,Экономика и управление аграрным производством,для отчисленных
5521,060900,ФЭК,ИЭУ,Экономики,Экономика и управление аграрным производством,
5522,060900,ФЭК,ИЭУ,Экономики,Экономика и управление аграрным производством,для отчисленных
552А,51.06.01,АСП,АСППВ,Аспирантура,Культурология,Теория и история культуры
5531,38.03.01,ОЭК,ИЦЭУС,Отделение экономики,Экономика,"Бухгалтерский учет, анализ и аудит"
5531,080109,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",
5531,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",
5531,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5531,38.04.02,ОУПР,ИЦЭУС,Отделение управления,Менеджмент,Учет и аудит
5532,38.03.01,ОЭК,ИЦЭУС,Отделение экономики,Экономика,"Бухгалтерский учет, анализ и аудит"
5532,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5532,080109,ЭКС,ИЭУ,Экстернатура,"Бухгалтерский учет, анализ и аудит",
5532,060500,ФЭК,ИЭУ,Экономики,"Бухгалтерский учет, анализ и аудит",для отчисленных
5532,080109,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",
5533,38.03.01,ОЭК,ИЦЭУС,Отделение экономики,Экономика,"Бухгалтерский учет, анализ и аудит"
5533,080109,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",
5533,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5533,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",
5534,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5535,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5536,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5537,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5538,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5539,060500,ФУФИ,ИЭУ,Учета и финансов,"Бухгалтерский учет, анализ и аудит",для отчисленных
5541,21.03.02,ОТСХП,ИСХПР,Отделение технологии сельскохозяйственного производства,Землеустройство и кадастры,
5541,120302,ФУПР,ИЭУ,Управления,Земельный кадастр,
5551,44.04.01,ФПП,ИНПО,Психолого-педагогический,Педагогическое образование,Образовательный менеджмент
5551,44.04.01,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование,Образовательный менеджмент в гетерогенной организации
5551,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5552,44.04.01,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование,Образовательный менеджмент
5552,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5553,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5554,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5555,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5556,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5557,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5558,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5559,080507,ФПП,ИНПО,Психолого-педагогический,Менеджмент организации,Менеджмент в социальной сфере
5561,37.03.01,ОПП,ИНПО,Отделение педагогики и психологии,Психология,
5561,030301,ФПП,ИНПО,Психолого-педагогический,Психология,
5561,030300,ФПП,ИНПО,Психолого-педагогический,Психология,
