GRP_NAME,SPE_SHIFR,FAC_NAME_SH,INST_NAME,FAC_NAME,SPEC_NAME,SPZ_NAME
0011,11.03.01,ОЭ,ИЭИС,Отделение электроники,Радиотехника,"Радиотехнические средства передачи, приёма и обработки сигналов"
0011,552500,ФТФ,ОУФ,Физико-технический,радиотехника,
0011,200700,ИЭИС,ИЭИС,Институт электронных и информационных систем,радиотехника,
0011,210300,ОЭ,ИЭИС,Отделение электроники,Радиотехника,
0011,552500,ИЭИС,ИЭИС,Институт электронных и информационных систем,радиотехника,
0012,552500,ФТФ,ОУФ,Физико-технический,радиотехника,
0012,210300,ИЭИС,ИЭИС,Институт электронных и информационных систем,Радиотехника,
0013,552500,ФТФ,ОУФ,Физико-технический,радиотехника,
0014,552500,ФТФ,ОУФ,Физико-технический,радиотехника,
0021,210201,ОЭ,ИЭИС,Отделение электроники,Проектирование и технология радиоэлектронных средств,
0021,200800,ИЭИС,ИЭИС,Институт электронных и информационных систем,проектирование и технология радиоэлектронных средств,
0021,551100,ФТФ,ОУФ,Физико-технический,проектирование и технология электронных средств,
0021,210200,ОЭ,ИЭИС,Отделение электроники,Проектирование и технология электронных средств,
0021,210201,ИЭИС,ИЭИС,Институт электронных и информационных систем,Проектирование и технология радиоэлектронных средств,
0021,11.03.03,ОЭ,ИЭИС,Отделение электроники,Конструирование и технология электронных средств,Проектирование и технология радиоэлектронных средств
0022,210201,ОЭ,ИЭИС,Отделение электроники,Проектирование и технология радиоэлектронных средств,
0022,210200,ИЭИС,ИЭИС,Институт электронных и информационных систем,Проектирование и технология электронных средств,
0022,11.03.03,ОЭ,ИЭИС,Отделение электроники,Конструирование и технология электронных средств,Проектирование и технология радиоэлектронных средств
002А,03.06.01,АСП,АСППВ,Аспирантура,Физика и астрономия,Физика конденсированного состояния
0031,210100,ОЭ,ИЭИС,Отделение электроники,Электроника и микроэлектроника,
0031,11.03.04,ОЭ,ИЭИС,Отделение электроники,Электроника и наноэлектроника,Микроэлектроника и твердотельная электроника
0031,200100,ИЭИС,ИЭИС,Институт электронных и информационных систем,Микроэлектроника и твердотельная электроника,
0031,550700,ФТФ,ОУФ,Физико-технический,электроника и микроэлектроника,
0032,210100,ИЭИС,ИЭИС,Институт электронных и информационных систем,Электроника и микроэлектроника,
0032,11.04.04,ОЭ,ИЭИС,Отделение электроники,Электроника и наноэлектроника,Микро- и наноэлектронные устройства
0041,15.03.05,ОМЭ,ИПТ,Механико-энергетическое отделение,Конструкторско-технологическое обеспечение машиностроительных производств,Технология машиностроения
0041,151001,ОМЭ,ИПТ,Механико-энергетическое отделение,Технология машиностроения,
0041,120100,ФИТ,ИПТ,Инженерно-технологический,технология машиностроения,
0041,151001,ФИТ,ИПТ,Инженерно-технологический,Технология машиностроения,
0041,552900,ФИТ,ИПТ,Инженерно-технологический,"технология, оборудование и автоматизация машиностроительных производств",
0042,15.03.05,ОМЭ,ИПТ,Механико-энергетическое отделение,Конструкторско-технологическое обеспечение машиностроительных производств,Технология машиностроения
0042,552900,ФИТ,ИПТ,Инженерно-технологический,"технология, оборудование и автоматизация машиностроительных производств",
0042,150900,ФИТ,ИПТ,Инженерно-технологический,"Технология, оборудование и автоматизация машиностроительных производств",
0043,15.04.05,ОМЭ,ИПТ,Механико-энергетическое отделение,Конструкторско-технологическое обеспечение машиностроительных производств,Технология машиностроения
004А,06.06.01,АСП,АСППВ,Аспирантура,Биологические науки,Биохимия
0051,120400,ФАИС,ИПТ,"Архитектуры, искусств и строительства",машины и технология обработки металлов давлением,120400 машины и технология обработки металлов давлением
0051,552900,ФИТ,ИПТ,Инженерно-технологический,"технология, оборудование и автоматизация машиностроительных производств",
0051,552900,ФАИС,ИПТ,"Архитектуры, искусств и строительства","технология, оборудование и автоматизация машиностроительных производств",
0052,552900,ФИТ,ИПТ,Инженерно-технологический,"технология, оборудование и автоматизация машиностроительных производств",
0055,552900,ФАИС,ИПТ,"Архитектуры, искусств и строительства","технология, оборудование и автоматизация машиностроительных производств",
0061,190601,ФИТ,ИПТ,Инженерно-технологический,Автомобили и автомобильное хозяйство,
0061,190601,ОМЭ,ИПТ,Механико-энергетическое отделение,Автомобили и автомобильное хозяйство,
0061,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,для отчисленных
0061,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,150200 автомобили и автомобильное хозяйство
0061,23.03.03,ОМЭ,ИПТ,Механико-энергетическое отделение,Эксплуатация транспортно-технологических машин и комплексов,Автомобили и автомобильное хозяйство
0062,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,для отчисленных
0062,190601,ОМЭ,ИПТ,Механико-энергетическое отделение,Автомобили и автомобильное хозяйство,
0062,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,150200 автомобили и автомобильное хозяйство
0062,23.03.03,ОМЭ,ИПТ,Механико-энергетическое отделение,Эксплуатация транспортно-технологических машин и комплексов,Автомобили и автомобильное хозяйство
0063,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,для отчисленных
0063,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,150200 автомобили и автомобильное хозяйство
006А,09.06.01,АСП,АСППВ,Аспирантура,Информатика и вычислительная техника,"Математическое моделирование, численные методы и комплексы программ"
0071,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
0071,08.03.01,ОС,ИПТ,Строительное отделение,Строительство,Промышленное и гражданское строительство
0071,290300,ФАИС,ИПТ,"Архитектуры, искусств и строительства",промышленное и гражданское строительство,
0071,270102,ФАИС,ИПТ,"Архитектуры, искусств и строительства",Промышленное и гражданское строительство,
0071,290300,ФАИС,ИПТ,"Архитектуры, искусств и строительства",промышленное и гражданское строительство,для отчисленных
0072,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
0072,290300,ФАИС,ИПТ,"Архитектуры, искусств и строительства",промышленное и гражданское строительство,для отчисленных
0072,08.03.01,ОС,ИПТ,Строительное отделение,Строительство,Промышленное и гражданское строительство
0073,08.04.01,ОС,ИПТ,Строительное отделение,Строительство,Промышленное и гражданское строительство
0073,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
0073,290300,ФАИС,ИПТ,"Архитектуры, искусств и строительства",промышленное и гражданское строительство,для отчисленных
0074,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
0075,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
007П,07.00.00,ПОИС,ПОИС,Подготовительное отделение иностранных студентов,Технический профиль ПО,
0081,270300,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Архитектура,
0081,07.03.01,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Архитектура,Архитектура
0081,290100,ФАИС,ИПТ,"Архитектуры, искусств и строительства",архитектура,для отчисленных
0081,270301,ФАИС,ИПТ,"Архитектуры, искусств и строительства",Архитектура,
0081,290100,ФАИС,ИПТ,"Архитектуры, искусств и строительства",Архитектура,
0091,09.03.01,ОИНФ,ИЭИС,Отделение информатики,Информатика и вычислительная техника,Программное обеспечение вычислительной техники и автоматизированных систем
0091,230105,ОИНФ,ИЭИС,Отделение информатики,Программное обеспечение вычислительной техники и автоматизированных систем,
0091,220400,ИЭИС,ИЭИС,Институт электронных и информационных систем,программное обеспечение ВТ и АС,220400 программное обеспечение ВТ и АС
0091,220400,ФМИ,ОУФ,Математики и информатики,программное обеспечение ВТ и АС,для отчисленных
0092,09.03.01,ОИНФ,ИЭИС,Отделение информатики,Информатика и вычислительная техника,Программное обеспечение вычислительной техники и автоматизированных систем
0092,220400,ИЭИС,ИЭИС,Институт электронных и информационных систем,программное обеспечение ВТ и АС,220400 программное обеспечение ВТ и АС
0092,220400,ФМИ,ОУФ,Математики и информатики,программное обеспечение ВТ и АС,для отчисленных
0093,09.04.01,ОИНФ,ИЭИС,Отделение информатики,Информатика и вычислительная техника,Информационные технологии больших данных
009А,15.06.01,АСП,АСППВ,Аспирантура,Машиностроение,Технология и оборудование механической и физико-технической обработки
0101,261001,ОХТ,ИПТ,Художественно-технологическое отделение,Технология художественной обработки материалов,
0101,121200,ФАИС,ИПТ,"Архитектуры, искусств и строительства",технология художественной обработки материалов,121200 технология худ. обработки материалов
0101,29.03.04,ОХТ,ИПТ,Художественно-технологическое отделение,Технология художественной обработки материалов,Технология художественной обработки материалов
0111,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
0111,061100,ФУПР,ИЭУ,Управления,менеджмент организации,предпринимательство
0111,080507,ФУПР,ИЭУ,Управления,Менеджмент организации,
0111,080500,ФУПР,ИЭУ,Управления,Менеджмент,Менеджмент организации
0112,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
0112,061100,ФУПР,ИЭУ,Управления,менеджмент организации,
0112,080507,ФУПР,ИЭУ,Управления,Менеджмент организации,
0112,061100,ФУПР,ИЭУ,Управления,менеджмент организации,внешнеэкономическая деятельность
0113,061100,ФУПР,ИЭУ,Управления,менеджмент организации,
0113,061100,ФУПР,ИЭУ,Управления,менеджмент организации,маркетинг в финансовой сфере
0114,38.04.02,ОУПР,ИЦЭУС,Отделение управления,Менеджмент,Проектный менеджмент
0121,510400,ФТФ,ОУФ,Физико-технический,физика,
0121,032200,ИЭИС,ИЭИС,Институт электронных и информационных систем,физика(учитель),
0121,44.03.05,ОЭ,ИЭИС,Отделение электроники,Педагогическое образование (с двумя профилями подготовки),Физика и информатика
0121,510400,ИЭИС,ИЭИС,Институт электронных и информационных систем,физика,
0122,010700,ИЭИС,ИЭИС,Институт электронных и информационных систем,Физика,
0131,44.03.05,ОИНФ,ИЭИС,Отделение информатики,Педагогическое образование (с двумя профилями подготовки),Математика и информатика
0131,010100,ФМИ,ОУФ,Математики и информатики,математика,для отчисленных
0132,032100,ИЭИС,ИЭИС,Институт электронных и информационных систем,математика(учитель),
0141,06.03.01,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Биология,Биохимия
0141,011600,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,биология,
0141,011600,ЕНФ,ОУФ,ЕНФ,биология,для отчисленных
0141,050102,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,Биология,
0141,020201,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Биология,
014А,31.06.01,АСП,АСППВ,Аспирантура,Клиническая медицина,Стоматология
014А,31.06.01,АСП,АСППВ,Аспирантура,Клиническая медицина,Хирургия
0151,031900,ФПП,ИНПО,Психолого-педагогический,специальная психология,
0151,999999,ЕНФ,ОУФ,ЕНФ,Неизвестная специальность,011601
015О,31.08.01,ОРД,АСППВ,Клиническая ординатура,Акушерство и гинекология,
0161,012500,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,география,
0161,032500,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,география(учитель),
0161,050103,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,География,
0161,05.03.02,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,География,Рекреационная география и туризм
0161,020401,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,География,
0162,012500,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,география,
016О,31.08.07,ОРД,АСППВ,Клиническая ординатура,Патологическая анатомия,
0171,031202,ФФЛ,ИГУМ,Филологический,Перевод и переводоведение,английский язык
0171,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (английский язык)
0171,999999,ФИЯ,ОУФ,ФИЯ,Неизвестная специальность,021800
0171,022915,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,перевод и переводоведение(английский язык),
0172,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (английский язык)
0172,022915,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,перевод и переводоведение(английский язык),
0172,999999,ФИЯ,ОУФ,ФИЯ,Неизвестная специальность,021800
0173,022915,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,перевод и переводоведение(английский язык),
0173,999999,ФИЯ,ОУФ,ФИЯ,Неизвестная специальность,021800
017О,31.08.09,ОРД,АСППВ,Клиническая ординатура,Рентгенология,
0181,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (немецкий язык)
0181,022916,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,перевод и переводоведение(немецкий язык),
0181,999999,ФИЯ,ОУФ,ФИЯ,Неизвестная специальность,021800
0181,031202,ФФЛ,ИГУМ,Филологический,Перевод и переводоведение,немецкий язык
0182,999999,ФИЯ,ОУФ,ФИЯ,Неизвестная специальность,021800
018О,31.08.11,ОРД,АСППВ,Клиническая ординатура,Ультразвуковая диагностика,
0191,999999,ФИЯ,ОУФ,ФИЯ,Неизвестная специальность,021800
0192,999999,ФИЯ,ОУФ,ФИЯ,Неизвестная специальность,021800
019О,31.08.12,ОРД,АСППВ,Клиническая ординатура,Функциональная диагностика,
0201,022929,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,перевод и переводоведение(шведский язык),
0202,022929,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,перевод и переводоведение(шведский язык),
020О,31.08.19,ОРД,АСППВ,Клиническая ординатура,Педиатрия,
0211,033100,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",физическая культура,
0211,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Физическая культура
0211,050720,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Физическая культура,
0212,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Физическая культура
0212,033100,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",физическая культура,
0213,44.04.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Образование в области физической культуры и спорта
021О,31.08.26,ОРД,АСППВ,Клиническая ординатура,Аллергология и иммунология,
0221,031001,ФФЛ,ИГУМ,Филологический,Филология,русский язык и литература
0221,031000,ФФЛ,ИГУМ,Филологический,Филология,Русский язык и литература
0221,45.03.01,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Филология,Преподавание филологических дисциплин
0221,021700,ФФЛ,ИГУМ,Филологический,филология,для отчисленных
0221,021700,ФФЛ,ИГУМ,Филологический,филология,
0222,021700,ФФЛ,ИГУМ,Филологический,филология,
0222,021700,ФФЛ,ИГУМ,Филологический,филология,для отчисленных
0222,45.04.01,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Филология,Русский язык и литература
0223,021700,ФФЛ,ИГУМ,Филологический,филология,для отчисленных
02271,061400,ЭКС,ИЭУ,Экстернатура,коммерция,
022О,31.08.35,ОРД,АСППВ,Клиническая ординатура,Инфекционные болезни,
0231,46.03.01,ОИА,ИГУМ,Отделение истории и архивоведения,История,История России и археология
0231,030401,ФИ,ИГУМ,Исторический,История,
0231,020700,ИФ,ГИ,Исторический,история,
0231,020700,ИФ,ГИ,Исторический,история,для отчисленных
0231,030400,ФИ,ИГУМ,Исторический,История,История
0232,020700,ИФ,ГИ,Исторический,история,для отчисленных
0232,020700,ИФ,ГИ,Исторический,история,
0232,46.04.01,ОИА,ИГУМ,Отделение истории и архивоведения,История,Отечественная история
0233,46.04.01,ОИА,ИГУМ,Отделение истории и архивоведения,История,История Европы и Северной Америки в новое и новейшее время
023О,31.08.36,ОРД,АСППВ,Клиническая ординатура,Кардиология,
0241,030600,ФПП,ИНПО,Психолого-педагогический,технология и предпринимательство,для отчисленных
0241,44.03.05,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование (с двумя профилями подготовки),Технология и информатика
0241,050502,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Технология и предпринимательство,
0241,030600,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",технология и предпринимательство,
0242,030600,ФПП,ИНПО,Психолого-педагогический,технология и предпринимательство,для отчисленных
0242,030600,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",технология и предпринимательство,
02431,060800,ЭКС,ИЭУ,Экстернатура,экономика и управление на предприятии,
02431,080502,ЭКС,ИЭУ,Экстернатура,Экономика и управление на предприятии,
024О,31.08.42,ОРД,АСППВ,Клиническая ординатура,Неврология,
0251,031200,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",педагогика и методика начального образования,
0251,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Начальное образование
0251,050708,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогика и методика начального образования,
0251,44.03.05,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование (с двумя профилями подготовки),Начальное образование и дополнительное образование: внеурочная работа
0252,031200,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",педагогика и методика начального образования,
0252,050708,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогика и методика начального образования,
0252,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,
0253,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,психолого-педагогическая поддержка
0253,050708,БорФ,БОРОВИЧИ,Боровичский филиал,Педагогика и методика начального образования,
0253,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,для отчисленных
02531,060500,ЭКС,ИЭУ,Экстернатура,"Бухгалтерский учет, анализ и аудит",
0254,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,психолого-педагогическая поддержка
0254,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,для отчисленных
0255,031200,БорФ,БОРОВИЧИ,Боровичский филиал,педагогика и методика начального образования,
02551,061100,ЭКС,ИЭУ,Экстернатура,менеджмент организации,
025О,31.08.45,ОРД,АСППВ,Клиническая ординатура,Пульмонология,
0261,44.03.05,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование (с двумя профилями подготовки),Английский язык и немецкий язык
0261,033200,ФПП,ИНПО,Психолого-педагогический,иностранный язык,
0261,050303,ФПП,ИНПО,Психолого-педагогический,Иностранный язык,"Иностранный язык(английский), второй иностранный язык"
0262,44.03.05,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование (с двумя профилями подготовки),Немецкий язык и английский язык
0262,050303,ФПП,ИНПО,Психолого-педагогический,Иностранный язык,"Иностранный язык(немецкий), второй иностранный язык"
0262,033200,ФПП,ИНПО,Психолого-педагогический,иностранный язык,английский язык
0263,033200,ФПП,ИНПО,Психолого-педагогический,иностранный язык,английский язык
0264,033200,ФПП,ИНПО,Психолого-педагогический,иностранный язык,английский язык
026О,31.08.46,ОРД,АСППВ,Клиническая ординатура,Ревматология,
0271,080100,ФЭК,ИЭУ,Экономики,Экономика,
0271,351300,ФЭК,ИЭУ,Экономики,Коммерция,
0271,080301,ФЭК,ИЭУ,Экономики,Коммерция (торговое дело),
0271,080301,ЭКС,ИЭУ,Экстернатура,Коммерция (торговое дело),
027О,31.08.49,ОРД,АСППВ,Клиническая ординатура,Терапия,
0281,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0281,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,Юрист общей практики
0281,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
0282,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,Юрист общей практики
0282,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
0282,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0282,030501,ЮФ,ИГУМ,Юридический,Юриспруденция,
0283,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
0283,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0283,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,Юрист общей практики
0284,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0284,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,Юрист общей практики
0284,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
0284,030501,СамФ,САМАРА,Самарский филиал,Юриспруденция,
0285,021100,СамФ,САМАРА,Самарский филиал,юриспруденция,
0285,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0285,40.04.01,ФЮР,ИЮР,Юридический,Юриспруденция,"Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность"
0285,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
0286,40.04.01,ФЮР,ИЮР,Юридический,Юриспруденция,"Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность"
0286,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0286,021100,СамФ,САМАРА,Самарский филиал,юриспруденция,
0287,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
0287,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0288,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
0288,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0289,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
0291,520400,ФФС,ИГУМ,Философский,философия,
0291,020100,ФФС,ИГУМ,Философский,философия,
0291,47.03.01,ОФК,ИГУМ,Отделение философии и культурологии,Философия,Социальное управление
0291,030101,ФФС,ИГУМ,Философский,Философия,
0291,030100,ФФС,ИГУМ,Философский,Философия,
029О,31.08.54,ОРД,АСППВ,Клиническая ординатура,Общая врачебная практика (семейная медицина),
0301,05.03.06,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Экология и природопользование,
0301,013100,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,экология,
0301,020801,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Экология,
030О,31.08.57,ОРД,АСППВ,Клиническая ординатура,Онкология,
0311,01.03.02,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,Прикладная математика и информатика
0311,010500,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,
0311,010200,ИЭИС,ИЭИС,Институт электронных и информационных систем,прикладная математика и информатика,
031О,31.08.58,ОРД,АСППВ,Клиническая ординатура,Оториноларингология,
031П,31.00.00,ПОИС,ПОИС,Подготовительное отделение иностранных студентов,Медико-биологический профиль ПО,
0321,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
0321,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
0322,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
0322,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
0323,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
0323,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
0324,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
0324,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
0325,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
0325,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
0326,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
0327,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
0328,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
0329,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
032E,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,Лечебное дело (с преподаванием на английском языке)
032P,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,Лечебное дело (с преподаванием на английском языке)
032И,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,Лечебное дело (инд план на англ языке)
032К,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,Лечебное дело (инд план)
032О,31.08.59,ОРД,АСППВ,Клиническая ординатура,Офтальмология,
0331,040600,ЛФ,ИМО,ЛЕЧЕБНЫЙ ФАКУЛЬТЕТ,сестринское дело,
0331,060109,ФЛЕЧ,ИМО,Лечебный,Сестринское дело,
0331,34.03.01,ОЛД,ИМО,Отделение лечебного дела,Сестринское дело,Сестринское дело
0332,060109,ФЛЕЧ,ИМО,Лечебный,Сестринское дело,
0332,040600,ЛФ,ИМО,ЛЕЧЕБНЫЙ ФАКУЛЬТЕТ,сестринское дело,
0333,060109,ФЛЕЧ,ИМО,Лечебный,Сестринское дело,
033О,31.08.67,ОРД,АСППВ,Клиническая ординатура,Хирургия,
0341,190600,ИЭИС,ИЭИС,Институт электронных и информационных систем,инженерное дело в медико-биологической практике,190600 инженерное дело в медико-биологической практике
03431,060800,ЭКС,ИЭУ,Экстернатура,экономика и управление на предприятии,
034О,31.08.68,ОРД,АСППВ,Клиническая ординатура,Урология,
0351,071500,ИЭИС,ИЭИС,Институт электронных и информационных систем,радиофизика и электроника,
0351,080500,ФУПР,ИЭУ,Управления,Менеджмент,Государственное и муниципальное управление
0351,38.03.04,ОУПР,ИЦЭУС,Отделение управления,Государственное и муниципальное управление,
0352,38.04.04,ОУПР,ИЦЭУС,Отделение управления,Государственное и муниципальное управление,Региональное и муниципальное управление
03531,060500,ЭКС,ИЭУ,Экстернатура,"Бухгалтерский учет, анализ и аудит",
035О,31.08.73,ОРД,АСППВ,Клиническая ординатура,Стоматология терапевтическая,
0361,050700,ФПП,ИНПО,Психолого-педагогический,Педагогика,
0361,44.03.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Социальная педагогика и психология
0362,44.03.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Инклюзивная психология и педагогика
036О,31.08.74,ОРД,АСППВ,Клиническая ординатура,Стоматология хирургическая,
0371,270300,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Архитектура,
0371,270302,ФАИС,ИПТ,"Архитектуры, искусств и строительства",Дизайн архитектурной среды,
0371,07.03.03,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Дизайн архитектурной среды,Проектирование городской среды
037О,31.08.75,ОРД,АСППВ,Клиническая ординатура,Стоматология ортопедическая,
037П,37.00.00,ПОИС,ПОИС,Подготовительное отделение иностранных студентов,Экономический профиль ПО,
0381,290500,ФАИС,ИПТ,"Архитектуры, искусств и строительства",городское строительство и хозяйство,
0381,270105,ОС,ИПТ,Строительное отделение,Городское строительство и хозяйство,
0381,290500,ФАИС,ИПТ,"Архитектуры, искусств и строительства",городское строительство и хозяйство,290500 ГСХ
